Moment of Prescience	Momento de presciencia	Este conjuro te concede un sexto sentido. Una vez durante su duración, puedes decidir usar su efecto. El conjuro te concede una bonificación de intuición igual a tu nivel de lanzador, hasta un máximo de +25, a una sola tirada de ataque, prueba de maniobra de combate, prueba opuesta de habilidad o característica, o tirada de salvación. Alternativamente, puedes aplicar la bonificación de intuición a tu CA frente a un único ataque, incluso si estás desprevenido. Activar el efecto no requiere acción y puedes hacerlo incluso en el turno de otra criatura. Debes decidir usar el momento de presciencia antes de hacer la tirada a modificar. Una vez usado, el conjuro termina.
Mount	Montura	Invocas un caballo ligero o un pony, a tu elección, para servirte como montura. La montura llega con bocado, brida y silla de montar.
Move Earth	Mover tierra	Mover tierra desplaza tierra suelta como arcilla, limo, arena y suelo, pudiendo derribar terraplenes, desplazar lomas, mover dunas y cosas similares. Nunca puede derrumbarse ni desplazarse formaciones rocosas. El área a afectar determina el tiempo de lanzamiento: por cada cuadrado de 150 pies, de hasta 10 pies de profundidad, el conjuro tarda 10 minutos. El área máxima, de 750 por 750 pies, tarda 4 horas y 10 minutos en moverse. El conjuro no rompe violentamente la superficie; en su lugar crea crestas y depresiones onduladas, y la tierra responde con una fluidez glacial hasta alcanzar el resultado deseado.
Neutralize Poison	Neutralizar veneno	Neutralizas cualquier tipo de veneno en la criatura u objeto tocados. Si el objetivo es una criatura, debes hacer una prueba de nivel de lanzador (1d20 + nivel de lanzador) contra la CD de cada veneno que la afecte. Si superas la CD, el veneno queda neutralizado. Una criatura curada no sufre más efectos del veneno y cualquier efecto temporal termina, pero el conjuro no revierte efectos instantáneos como daño a puntos de golpe, daño temporal a características o efectos que no desaparecen por sí solos. El conjuro también puede neutralizar el veneno en una criatura u objeto venenoso durante 10 minutos por nivel, si así lo eliges.
Nightmare	Pesadilla	Envías una visión fantasmal horrible y perturbadora a una criatura concreta que nombraste o designaste de otro modo. La pesadilla impide dormir con descanso y causa 1d10 puntos de daño. Además, deja al sujeto fatigado e incapaz de recuperar conjuros arcanos durante las siguientes 24 horas. La dificultad de la salvación depende de cuánto conozcas al sujeto y de si tienes o no una conexión física con él. Si no conoces al sujeto, la penalización es +10; si lo conoces de oídas, +5; si lo has tratado en persona, +0; y si lo conoces bien, -5. Debes tener alguna clase de conexión si no conoces a la criatura.
Nondetection	Indetectabilidad	La criatura u objeto protegidos se vuelven difíciles de detectar mediante conjuros de adivinación como clairaudience/clairvoyance, locate object y detect spells. Nondetection también impide la localización por objetos mágicos como las bolas de cristal. Si se intenta una adivinación contra la criatura u objeto protegido, el lanzador de la adivinación debe superar una prueba de nivel de lanzador (1d20 + nivel de lanzador) contra una CD de 11 + el nivel de lanzador del lanzador que lanzó nondetection. Si lanzas nondetection sobre ti mismo o sobre un objeto que llevas encima, la CD es 15 + tu nivel de lanzador. Si se lanza sobre una criatura, el conjuro protege también su equipo.
Obscure Object	Ocultar objeto	Este conjuro oculta un objeto frente a los efectos de localización por adivinación, como scrying o una bola de cristal. Ese intento falla automáticamente si la adivinación se dirige al objeto, o deja de percibir el objeto si la adivinación se dirige a una ubicación, objeto o persona cercana.
Obscuring Mist	Niebla ocultante	Un vapor brumoso surge a tu alrededor. Permanece inmóvil. El vapor oculta toda visión, incluida la visión en la oscuridad, más allá de 5 pies. Una criatura a 5 pies tiene ocultación; las criaturas más lejos tienen ocultación total. Un viento moderado, como el de gust of wind, disipa la niebla en 4 asaltos. Un viento fuerte la disipa en 1 asalto. Fireball, flame strike o conjuros similares queman la niebla en el área explosiva o ardiente del conjuro. Wall of fire la quema en la zona a la que inflige daño. Este conjuro no funciona bajo el agua.
Open/Close	Abrir/Cerrar	Puedes abrir o cerrar, a tu elección, una puerta, cofre, caja, ventana, bolsa, saquito, botella, barril u otro contenedor. Si algo se resiste a esta actividad, como una barra en una puerta o una cerradura en un cofre, el conjuro falla. Además, solo puede abrir y cerrar cosas que pesen 30 libras o menos. Por tanto, puertas, cofres y objetos similares diseñados para criaturas enormes pueden quedar fuera del alcance de este conjuro.
Order's Wrath	Ira del orden	Conduces poder lawful para castigar a tus enemigos. La energía adopta la forma de una rejilla tridimensional. Solo las criaturas caóticas y neutrales, es decir, no legales, resultan dañadas por el conjuro. El conjuro inflige 1d8 puntos de daño por cada dos niveles de lanzador, hasta un máximo de 5d8, a las criaturas caóticas, o 1d6 por nivel de lanzador, hasta un máximo de 10d6, a los extraplanares caóticos, y las deja aturdidas durante 1 asalto. Una salvación de Voluntad con éxito reduce el daño a la mitad y anula el aturdimiento. Las criaturas que no son ni caóticas ni legales sufren solo la mitad del daño y no quedan aturdidas; además, pueden reducirlo a la mitad otra vez con una salvación de Voluntad con éxito.
Overland Flight	Vuelo de travesía	Este conjuro funciona como fly, salvo que puedes volar a una velocidad de 40 pies, o 30 pies si llevas armadura media o pesada o una carga media o pesada, y obtienes una bonificación a las pruebas de la habilidad Volar igual a la mitad de tu nivel de lanzador. Cuando lo usas para desplazamientos largos, puedes hacer marcha forzada sin sufrir daño no letal, aunque la marcha forzada sigue requiriendo pruebas de Constitución. Eso significa que puedes recorrer 64 millas en 8 horas de vuelo, o 48 millas a velocidad de 30 pies.
Owl's Wisdom	Sabiduría del búho	La criatura transmutada se vuelve más sabia. El conjuro concede una bonificación de mejora de +4 a Sabiduría, añadiendo el beneficio habitual a las habilidades relacionadas con Sabiduría. Los clérigos, druidas y exploradores, y otros lanzadores de conjuros basados en Sabiduría, que reciban owl's wisdom no obtienen conjuros adicionales por el aumento de Sabiduría, pero sí aumentan las CD de sus conjuros.
Owl's Wisdom, Mass	Sabiduría del búho, en masa	Este conjuro funciona como owl's wisdom, salvo que afecta a varias criaturas.
Passwall	Pasamuros	Creas un paso a través de paredes de madera, yeso o piedra, pero no a través de metal ni de otros materiales más duros. El pasaje tiene 10 pies de profundidad más 5 pies adicionales por cada tres niveles de lanzador por encima de 9.º, hasta un máximo de 25 pies de profundidad en nivel 18. Si el grosor de la pared es mayor que la profundidad del pasaje creado, un solo passwall solo abre un nicho o un túnel corto. Varios passwall pueden encadenarse para formar un corredor continuo y atravesar muros muy gruesos. Cuando passwall termina, las criaturas dentro del pasaje son expulsadas por la salida más cercana.
Pass without Trace	Pasar sin rastro	El o los sujetos de este conjuro no dejan huellas ni rastro de olor mientras se mueven. Seguirlos mediante medios no mágicos es imposible.
Permanency	Permanencia	Este conjuro hace permanente la duración de ciertos otros conjuros. Primero lanzas el conjuro deseado y después lo sigues con permanency. Según el conjuro, debes tener un nivel mínimo de lanzador y consumir una cantidad concreta de polvo de diamante en po como componente material. Puedes hacer permanentes sobre ti algunos conjuros como arcane sight, comprehend languages, darkvision, detect magic, read magic, see invisibility y tongues. No puedes lanzar estas versiones sobre otras criaturas.
Permanent Image	Imagen permanente	Este conjuro funciona como silent image, salvo que el fingimiento incluye elementos visuales, auditivos, olfativos y térmicos, y el efecto es permanente. Mientras te concentras, puedes mover la imagen dentro de los límites del alcance, pero permanece estática cuando no te concentras.
Persistent Image	Imagen persistente	Este conjuro funciona como silent image, salvo que el fingimiento incluye componentes visuales, auditivos, olfativos y térmicos, y sigue un guion que tú determinas. El fingimiento sigue ese guion sin que tengas que concentrarte en él. Si quieres, la ilusión puede incluir habla inteligible.
Phantasmal Killer	Asesino fantasmal	Creas una imagen fantasmal de la criatura más aterradora imaginable para el sujeto, dando forma a los miedos de su mente subconsciente en esa bestia horrible. Solo el sujeto del conjuro puede ver al asesino fantasmal; tú solo ves una forma vaga. El objetivo primero puede hacer una salvación de Voluntad para reconocer que la imagen no es real. Si falla, el fantasma lo toca y debe superar una salvación de Fortaleza o morir de miedo. Aunque supere la salvación de Fortaleza, sigue sufriendo 3d6 puntos de daño.
Phantom Steed	Corcel fantasmal	Conjuras una criatura equina cuasi real de Gran tamaño, cuya coloración exacta puedes personalizar. Solo tú o la persona para la que fue creada pueden montarla. Tiene cabeza y cuerpo negros, crin y cola grises y cascos insubstanciales del color del humo que no hacen ruido. Lleva silla, brida y bocado aparentes. No combate, pero los animales la rehúyen y no la atacan. Tiene CA 18 y 7 puntos de golpe + 1 por nivel de lanzador. Si pierde todos sus puntos de golpe, desaparece. Su velocidad es de 20 pies por cada dos niveles de lanzador, hasta un máximo de 100 pies.
Phantom Trap	Trampa fantasmal	Este conjuro hace que una cerradura o cualquier mecanismo pequeño parezca estar atrapado para cualquiera que pueda detectar trampas. Colocas el conjuro sobre cualquier mecanismo pequeño o dispositivo, como una cerradura, bisagra, pestillo, tapón, tapa o trinquete. Cualquiera que pueda detectar trampas, o que use un conjuro o dispositivo que permita hacerlo, creerá con certeza que existe una trampa real. En realidad el efecto es ilusorio y no ocurre nada si la trampa se activa; su finalidad principal es asustar a los ladrones o hacerles perder tiempo valioso. Si hay otra phantom trap activa a menos de 50 pies cuando se lanza el conjuro, éste falla.
Phase Door	Puerta de fase	Este conjuro crea un pasaje etéreo a través de paredes de madera, yeso o piedra, pero no de otros materiales. La puerta de fase es invisible e inaccesible para todas las criaturas salvo para ti, y solo tú puedes usar el pasaje. Desapareces al entrar en la puerta de fase y reapareces al salir. Si lo deseas, puedes llevar a otra criatura Mediana o menor a través de la puerta; eso cuenta como dos usos de la puerta. La puerta no permite el paso de luz, sonido ni efectos de conjuros, ni puedes verla a través de ella sin usarla. Por tanto, el conjuro puede servir como vía de escape.
Planar Ally, Lesser	Aliado planar menor	Al lanzar este conjuro, pides a tu deidad que te envíe un ajeno de 6 DG o menos, elegido por la deidad. Si no sirves a una deidad concreta, el conjuro es una petición general respondida por una criatura que comparte tu alineamiento filosófico. Si conoces el nombre de una criatura concreta, puedes pedirla mencionando su nombre durante el conjuro, aunque puede aparecer otra criatura distinta. Puedes pedir a la criatura que realice una tarea a cambio de un pago. Debes poder comunicarte con ella para negociar sus servicios.
Planar Ally	Aliado planar	Este conjuro funciona como lesser planar ally, salvo que puedes llamar a una sola criatura de 12 DG o menos, o a dos criaturas del mismo tipo cuya suma de DG no supere 12. Las criaturas aceptan ayudarte y solicitan juntas la compensación por sus servicios.
Planar Ally, Greater	Aliado planar mayor	Este conjuro funciona como lesser planar ally, salvo que puedes llamar a una sola criatura de 18 DG o menos, o a hasta tres criaturas del mismo tipo cuya suma de DG no supere 18. Las criaturas aceptan ayudarte y solicitan juntas la compensación por sus servicios.
Planar Binding, Lesser	Vínculo planar menor	Lanzar este conjuro intenta una acción peligrosa: atraer a una criatura de otro plano hacia una trampa preparada específicamente, que debe estar dentro del alcance del conjuro. La criatura llamada queda retenida en la trampa hasta que acepte realizar un servicio a cambio de su libertad. Para crear la trampa debes usar un conjuro de magic circle orientado hacia dentro. El tipo de criatura que va a vincularse debe ser conocido y declarado. Si deseas llamar a un individuo concreto, debes usar su nombre verdadero al lanzar el conjuro.
Planar Binding	Vínculo planar	Este conjuro funciona como lesser planar binding, salvo que puedes llamar a una sola criatura de 12 DG o menos, o a hasta tres criaturas del mismo tipo cuya suma de DG no supere 12. Cada criatura obtiene su propia salvación, hace un intento independiente de escapar y debe ser persuadida individualmente para ayudarte.
Planar Binding, Greater	Vínculo planar mayor	Este conjuro funciona como lesser planar binding, salvo que puedes llamar a una sola criatura de 18 DG o menos, o a hasta tres criaturas del mismo tipo cuya suma de DG no supere 18. Cada criatura obtiene su propia salvación, hace un intento independiente de escapar y debe ser persuadida individualmente para ayudarte.
Plane Shift	Desplazamiento planar	Te desplazas a ti mismo o a otra criatura a otro plano de existencia o dimensión alternativa. Si varias personas voluntarias se toman de las manos formando un círculo, pueden verse afectadas hasta ocho a la vez. La precisión en cuanto a la ubicación exacta de llegada en el plano objetivo es muy difícil. Desde el Plano Material puedes llegar a cualquier otro plano, aunque aparecerás entre 5 y 500 millas del destino previsto. Plane shift transporta instantáneamente a las criaturas y termina; para volver, necesitarán otros medios, incluido volver a lanzarlo.
Plant Growth	Crecimiento vegetal	Plant growth tiene diferentes efectos según la versión elegida. Sobrecrecimiento: este efecto hace que la vegetación normal dentro del alcance largo se vuelva densa y enmarañada, formando un matorral o jungla por la que las criaturas deben abrirse paso a machetazos o forzando el camino. La velocidad se reduce a 5 pies, o 10 pies para criaturas Grandes o mayores. El área debe tener matorrales y árboles para que este conjuro tenga efecto. Si se lanza sobre un área ya afectada por un conjuro o efecto que favorece las plantas, como entangle o wall of thorns, cualquier CD implicada aumenta.
Plant Shape I	Forma vegetal I	Al lanzar este conjuro puedes asumir la forma de cualquier criatura Pequeña o Mediana del tipo planta. Si la forma que asumes tiene alguna de las siguientes capacidades, obtienes la capacidad indicada: visión en la oscuridad 60 pies, visión con poca luz, constricción, agarrar y veneno. Si la forma no posee capacidad de movimiento, tu velocidad se reduce a 5 pies y pierdes todas las demás formas de movimiento. Si la criatura tiene vulnerabilidad a un elemento, tú obtienes esa vulnerabilidad. Planta Pequeña: si la forma es la de una planta Pequeña, obtienes una bonificación de tamaño de +2 a Constitución y una bonificación de armadura natural de +2. Planta Mediana: si la forma es la de una planta Mediana, obtienes más mejoras, según la forma elegida.
Plant Shape II	Forma vegetal II	Este conjuro funciona como plant shape I, salvo que también te permite asumir la forma de una criatura Grande del tipo planta. Si la criatura tiene inmunidad o resistencia a algún elemento, obtienes resistencia 20 a esos elementos. Si la criatura tiene vulnerabilidad a un elemento, obtienes esa vulnerabilidad. Planta Grande: si la forma es la de una planta Grande, obtienes una bonificación de tamaño de +4 a Fuerza, +2 a Constitución y +4 de armadura natural.
Plant Shape III	Forma vegetal III	Este conjuro funciona como plant shape II, salvo que también te permite asumir la forma de una criatura Enorme del tipo planta. Si la forma que asumes tiene alguna de estas capacidades, obtienes la capacidad indicada: reducción de daño, regeneración 5 y arrollar. Planta Enorme: si la forma es la de una planta Enorme, obtienes una bonificación de tamaño de +8 a Fuerza, una penalización de -2 a Destreza, una bonificación de tamaño de +4 a Constitución y una bonificación de armadura natural de +6.
Poison	Veneno	Invocando el poder venenoso de los depredadores naturales, infectas al sujeto con un veneno horrible mediante un ataque de toque cuerpo a cuerpo con éxito. Este veneno inflige 1d3 puntos de daño a Constitución por asalto durante 6 asaltos. Las criaturas envenenadas pueden hacer una salvación de Fortaleza cada asalto para negar el daño y terminar la afección.
Polar Ray	Rayo polar	Un rayo azul blanquecino de aire helado y hielo sale de tu mano. Debes superar un ataque de toque a distancia con el rayo para causar daño al objetivo. El rayo inflige 1d6 puntos de daño por frío por nivel de lanzador, hasta un máximo de 25d6, y 1d4 puntos de drenaje de Destreza.
Polymorph	Polimorfia	Este conjuro transforma a una criatura voluntaria en el animal, humanoide o elemental que elijas; no afecta a criaturas involuntarias, ni la criatura objetivo puede influir en la forma nueva salvo que te comunique sus deseos verbalmente. Si lo usas para hacer que el objetivo adopte la forma de un animal o una bestia mágica, funciona como beast shape II. Si la forma es la de un elemental, funciona como elemental body I. Si la forma es la de un humanoide, funciona como alter self. El sujeto puede volver a su forma normal como acción de asalto completo; al hacerlo, el conjuro termina para ese sujeto.
Polymorph, Greater	Polimorfia mayor	Este conjuro funciona como polymorph, salvo que permite a la criatura adoptar la forma de un dragón o una criatura planta. Si lo usas para que el objetivo adopte la forma de un animal o una bestia mágica, funciona como beast shape IV. Si la forma es la de un elemental, el conjuro funciona como elemental body III. Si la forma es la de un humanoide, funciona como alter self. Si la forma es la de una planta, funciona como plant shape II. Si la forma es la de un dragón, funciona como form of the dragon I. El sujeto puede volver a su forma normal como acción de asalto completo; al hacerlo, el conjuro termina para ese sujeto.
Polymorph Any Object	Polimorfar cualquier objeto	Este conjuro funciona como greater polymorph, salvo que transforma un objeto o una criatura en otra cosa. Puedes usarlo para transformar todo tipo de objetos y criaturas en nuevas formas: no te limita a transformar una criatura viva en otra forma viva. La duración depende de lo radical que sea el cambio desde el estado original al transmutado. La duración se determina usando las pautas de cambio del conjuro.
Power Word Blind	Palabra de poder: ceguera	Pronuncias una sola palabra de poder que deja ciega a una criatura, tanto si oye la palabra como si no. La duración depende de los puntos de golpe actuales del objetivo. Cualquier criatura que tenga actualmente 201 pg o más no se ve afectada. Si tiene 50 pg o menos, el efecto es permanente. Entre 51 y 100 pg, dura 1d4+1 minutos. Entre 101 y 200 pg, dura 1d4+1 asaltos.
Power Word Kill	Palabra de poder: muerte	Pronuncias una sola palabra de poder que mata instantáneamente a una criatura de tu elección, tanto si la criatura oye la palabra como si no. Cualquier criatura que tenga actualmente 101 pg o más no se ve afectada por power word kill.
Power Word Stun	Palabra de poder: aturdimiento	Pronuncias una sola palabra de poder que deja instantáneamente aturdida a una criatura de tu elección, tanto si la criatura oye la palabra como si no. La duración del conjuro depende de los puntos de golpe actuales del objetivo. Cualquier criatura que tenga 151 pg o más no se ve afectada. Si tiene 50 pg o menos, el efecto dura 4d4 asaltos; si tiene 51-100, dura 2d4 asaltos; y si tiene 101-150, dura 1d4 asaltos.
Prayer	Oración	Atraes un favor especial sobre ti y tus aliados mientras atraes disfavor sobre tus enemigos. Tú y cada uno de tus aliados obtienen una bonificación de suerte de +1 a las tiradas de ataque, daño con armas, salvaciones y pruebas de habilidad, mientras que cada uno de tus enemigos sufre una penalización de -1 a esas mismas tiradas.
Prestidigitation	Prestidigitación	Las prestidigitaciones son pequeños trucos que los lanzadores novatos usan para practicar. Una vez lanzado, prestidigitation te permite realizar efectos mágicos simples durante 1 hora. Los efectos son menores y tienen limitaciones severas. Puede levantar lentamente 1 libra de material. Puede colorear, limpiar o ensuciar objetos en un cubo de 1 pie cada asalto. Puede enfriar, calentar o dar sabor a 1 libra de materia inerte. No puede causar daño ni afectar a la concentración de los lanzadores. Puede crear objetos pequeños, pero su aspecto es tosco y artificial. Los materiales creados son extremadamente frágiles y no pueden usarse como herramientas, armas ni componentes de conjuros.
Prismatic Sphere	Esfera prismática	Este conjuro funciona como prismatic wall, salvo que invocas una esfera inmóvil y opaca de luz centelleante y multicolor que te rodea y te protege de toda forma de ataque. La esfera reluce en todos los colores del espectro visible. El efecto de ceguera sobre criaturas con menos de 8 DG dura 2d4 x 10 minutos. Puedes entrar y salir de la esfera prismática y permanecer cerca de ella sin sufrir daño. Sin embargo, mientras estás dentro, la esfera bloquea cualquier intento de proyectar algo a través de ella, incluidos los conjuros. Otras criaturas que intenten atacarte o atravesarla sufren los efectos de cada color uno a uno.
Prismatic Spray	Rociada prismática	Este conjuro hace brotar de tu mano siete haces centelleantes de luz multicolor. Cada haz tiene un poder distinto. Las criaturas con 8 DG o menos dentro del área quedan cegadas automáticamente durante 2d4 asaltos. Cada criatura del área es alcanzada aleatoriamente por uno o más haces, cada uno con efectos adicionales distintos según el color.
Prismatic Wall	Muro prismático	Prismatic wall crea un muro vertical e impenetrable: un plano centelleante y multicolor de luz que te protege de toda forma de ataque. El muro reluce con siete colores, cada uno con un poder y un propósito distintos. Es inmóvil, y puedes atravesarlo y permanecer cerca de él sin sufrir daño. Cualquier otra criatura con menos de 8 DG que esté a menos de 20 pies del muro queda cegada durante 2d4 asaltos si lo mira. Sus dimensiones máximas son 4 pies de ancho por nivel de lanzador y 2 pies de alto por nivel de lanzador. Si se lanza para materializarse en un espacio ocupado por una criatura, el conjuro se disipa y se desperdicia.
Prying Eyes, Greater	Ojos fisgones mayores	Este conjuro funciona como prying eyes, salvo que los ojos pueden ver las cosas tal como realmente son, como si tuvieran true seeing con un alcance de 120 pies. Así pueden moverse por zonas oscuras a velocidad normal. Además, el modificador máximo de Percepción de un ojo fisgón mayor es +25 en lugar de +15.
Produce Flame	Producir llama	Llamas tan brillantes como una antorcha aparecen en tu mano abierta. Las llamas no te dañan ni a ti ni a tu equipo. Además de iluminar, pueden lanzarse o usarse para tocar a enemigos. Puedes golpear a un oponente con un ataque de toque cuerpo a cuerpo, infligiendo 1d6 puntos de daño por fuego más 1 punto por nivel de lanzador, hasta un máximo de +5. Alternativamente, puedes arrojar las llamas hasta 120 pies como si fueran un arma arrojadiza. En ese caso, atacas con un ataque de toque a distancia, sin penalización por distancia, y causas el mismo daño que con el ataque cuerpo a cuerpo.
Programmed Image	Imagen programada	Este conjuro funciona como silent image, salvo que el fingimiento se activa cuando ocurre una condición específica. El fingimiento incluye elementos visuales, auditivos, olfativos y térmicos, incluida habla inteligible. Estableces la condición de activación al lanzar el conjuro, y puede ser una palabra especial. El evento que desencadena la ilusión puede ser tan general o tan específico como desees, pero debe basarse en un estímulo audible, táctil, olfativo o visual. No puede basarse en una cualidad que normalmente no sea obvia para los sentidos, como el alineamiento.
Project Image	Imagen proyectada	Tomas energía del Plano de las Sombras para crear una versión ilusoria cuasi real de ti mismo. La imagen proyectada parece, suena y huele como tú, pero es intangible. La imagen imita tus acciones, incluido el habla, salvo que le indiques hacer otra cosa, lo que requiere una acción de movimiento. Puedes ver y oír a través de sus ojos y oídos como si estuvieras donde ella está, y durante tu turno puedes alternar entre usar sus sentidos o los tuyos como acción libre. Mientras usas sus sentidos, tu cuerpo queda cegado y ensordecido. Si quieres, cualquier conjuro que lances con alcance de toque o mayor puede originarse en la imagen proyectada en lugar de en tu cuerpo.
Protection From Arrows	Protección contra flechas	La criatura protegida obtiene resistencia frente a armas a distancia. El sujeto gana reducción de daño 10/magic contra armas a distancia. El conjuro no te concede la capacidad de dañar criaturas con reducción de daño similar. Una vez que el conjuro ha prevenido un total de 10 puntos de daño por nivel de lanzador, hasta un máximo de 100 puntos, se descarga.
Protection From Chaos	Protección contra el caos	Este conjuro funciona como protection from evil, salvo que las bonificaciones de desvío y resistencia se aplican contra ataques realizados por criaturas caóticas. El objetivo recibe una nueva salvación contra el control ejercido por criaturas caóticas y las criaturas caóticas convocadas no pueden tocar al objetivo.
Protection From Evil	Protección contra el mal	Este conjuro protege a una criatura frente a ataques de criaturas malignas, frente al control mental y frente a criaturas convocadas. Crea una barrera mágica alrededor del sujeto a una distancia de 1 pie que se mueve con él. La barrera tiene tres efectos principales: primero, concede una bonificación de desvío de +2 a la CA y una bonificación de resistencia de +2 a las salvaciones contra ataques o efectos de criaturas malignas; segundo, concede otra salvación contra cualquier efecto de control mental; y tercero, impide que las criaturas malignas convocadas toquen al sujeto.
Protection From Good	Protección contra el bien	Este conjuro funciona como protection from evil, salvo que las bonificaciones de desvío y resistencia se aplican contra ataques realizados por criaturas buenas. El objetivo recibe una nueva salvación contra el control ejercido por criaturas buenas y las criaturas buenas convocadas no pueden tocar al objetivo.
Protection From Law	Protección contra la ley	Este conjuro funciona como protection from evil, salvo que las bonificaciones de desvío y resistencia se aplican contra ataques realizados por criaturas legales. El objetivo recibe una nueva salvación contra el control ejercido por criaturas legales y las criaturas legales convocadas no pueden tocar al objetivo.
Protection from Spells	Protección contra conjuros	El sujeto obtiene una bonificación de resistencia de +8 a las salvaciones contra conjuros y capacidades parecidas a conjuros, pero no contra capacidades sobrenaturales ni extraordinarias.
Purify Food and Drink	Purificar comida y bebida	Este conjuro convierte comida y agua estropeadas, podridas, enfermas, envenenadas o de cualquier otro modo contaminadas en alimentos y bebida puros y aptos para comer y beber. No evita la descomposición natural posterior. El agua impía y otras comidas o bebidas significativas se estropean con purify food and drink, pero el conjuro no afecta a criaturas de ningún tipo ni a las pociones mágicas.
Pyrotechnics	Pirotecnia	Pyrotechnics convierte un fuego en una explosión de fuegos artificiales cegadores o en una nube densa de humo asfixiante, según elijas. El conjuro usa una única fuente de fuego, que se extingue de inmediato. Un fuego tan grande que exceda un cubo de 20 pies queda solo parcialmente apagado. Los fuegos mágicos no se extinguen, aunque una criatura de fuego usada como fuente sufre 1 punto de daño por nivel de lanzador. Fuegos artificiales: criaturas a 120 pies o menos de la fuente quedan cegadas durante 1d4+1 asaltos si fallan la salvación de Voluntad.
Quench	Apagar	Quench se usa a menudo para extinguir incendios forestales y otras grandes conflagraciones. Apaga todos los fuegos no mágicos en su área. También disipa cualquier conjuro de fuego en el área, aunque debes superar una prueba de disipar contra cada conjuro. Cada criatura con subtipo de fuego dentro del área sufre 1d6 puntos de daño por nivel de lanzador, hasta un máximo de 10d6, sin salvación. Alternativamente, puedes dirigir el conjuro a un único objeto mágico que cree o controle llamas; el objeto pierde todas sus capacidades mágicas basadas en fuego durante 1d4 horas salvo que supere la salvación correspondiente.
Rage	Furia	Cada criatura afectada obtiene una bonificación de moral de +2 a Fuerza y Constitución, una bonificación de moral de +1 a las salvaciones de Voluntad y una penalización de -2 a la CA. El efecto es idéntico al de la furia de un bárbaro, salvo que los sujetos no quedan fatigados al final de la furia.
Rainbow Pattern	Patrón arcoíris	Un patrón resplandeciente de colores entrelazados fascina a quienes se encuentran dentro de él. Rainbow pattern puede fascinar hasta un máximo de 24 DG de criaturas. Primero se ven afectadas las criaturas con menos DG; entre criaturas con los mismos DG, primero se afectan las más cercanas al punto de origen del conjuro. Una criatura afectada que falle sus salvaciones queda fascinada por el patrón. Con un simple gesto, puedes hacer que el patrón se desplace hasta 30 pies por asalto, moviendo su punto de origen efectivo. Todas las criaturas fascinadas siguen el arcoíris de luz e intentan permanecer dentro del efecto.
Raise Dead	Levantar muertos	Devuelves la vida a una criatura fallecida. Solo puedes levantar a una criatura que lleve muerta no más de 1 día por nivel de lanzador. Además, el alma del sujeto debe estar libre y dispuesta a volver. Si el alma no quiere regresar, el conjuro no funciona; por tanto, un sujeto que sí quiere volver no recibe salvación. Volver de la muerte es penoso. El sujeto obtiene dos niveles negativos permanentes, como si hubiera sido golpeado por una criatura con drenaje de energía. Si el sujeto era de nivel 1, en su lugar sufre 2 puntos de drenaje de Constitución.
Ray Of Enfeeblement	Rayo de debilitamiento	Un rayo resplandeciente sale de tu mano. Debes superar un ataque de toque a distancia para golpear al objetivo. El sujeto sufre una penalización a Fuerza igual a 1d6+1 por cada dos niveles de lanzador, hasta un máximo de 1d6+5. La puntuación de Fuerza del sujeto no puede bajar de 1. Una salvación de Fortaleza con éxito reduce esta penalización a la mitad. La penalización no se acumula consigo misma; aplica siempre la mayor.
Ray of Exhaustion	Rayo de agotamiento	Un rayo negro sale de tu dedo extendido. Debes superar un ataque de toque a distancia con el rayo para golpear al objetivo. El sujeto queda agotado de inmediato durante la duración del conjuro. Una salvación de Fortaleza con éxito solo lo deja fatigado. Una criatura que ya estaba fatigada pasa a estar agotada. Este conjuro no tiene efecto sobre una criatura ya agotada. A diferencia del agotamiento o la fatiga normales, el efecto termina en cuanto expira la duración del conjuro.

Ray of Frost	Rayo de escarcha	Un rayo de aire gélido y hielo surge de tu dedo extendido. Debes superar un ataque de toque a distancia con el rayo para infligir daño a un objetivo. El rayo inflige 1d3 puntos de daño por frío.
Read Magic	Leer magia	Puedes descifrar inscripciones mágicas en objetos, como libros, pergaminos, armas y similares, que de otro modo serían incomprensibles. Por lo general, este descifrado no activa la magia contenida en la escritura, aunque puede hacerlo en el caso de un pergamino maldito o con trampa. Además, una vez que el conjuro se lanza y has leído la inscripción mágica, a partir de entonces puedes leer ese escrito concreto sin recurrir de nuevo a leer magia. Puedes leer a razón de una página (250 palabras) por minuto. El conjuro te permite identificar un glifo de custodia con una prueba de Saber de conjuros CD 13, un glifo de custodia mayor con una prueba de Saber de conjuros CD 16, o cualquier conjuro símbolo con una prueba de Saber de conjuros (CD 10 + nivel del conjuro). Leer magia puede hacerse permanente con un conjuro permanencia.
