"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Light Lance","evocation","","good, light","paladin 2","1 standard action","V, S","0","personal","","lance of light","","1 round + 1 round/level (D)","1","0","","","You create a glorious beam of brilliant radiance that acts as a +1 holy lance suitable for your size. You must have a free hand when casting the spell and, once you call the lance into being, you cannot switch it to another hand or put it down without prematurely ending the spell. As a standard action while holding a light lance, you can choose not to make an attack and instead hold the lance aloft as a beacon of light and truth, creating an area of bright light with a radius of 90 feet. If you choose to do this for one or more additional rounds the lance also casts a spear of brilliant light up into the sky that grows progressively more visible as it continues to climb toward the heavens. Under cover of night or other darkness, if nothing obstructs the beam, it becomes visible for an additional 2 miles during each round in which you continue to aim your lance skyward (2 miles in the second round, 4 miles in the third round, and so on).","APG"
"Lily Pad Stride","transmutation","","","druid 3","1 standard action","V, S, M (a frog's leg)","0","long (400 ft. + 40 ft./level)","","trail of lily pads behind you","","10 minutes/level (D); see text","1","0","none","no","Your every footstep creates aquatic plants capable of supporting your weight and that of any creature of your size or smaller that is following you. These lily pads only appear when you cross water or other liquids which do not immediately destroy plants. You can walk across these liquid surfaces without any fear of stumbling (though if knocked prone, dragged under, or otherwise pulled off your feet you still sink in the liquid). For the duration of the spell, any creature of your size or smaller can attempt to follow you by making a DC 10 Acrobatics check every round. Each such check allows it to move at half its normal land speed. If the creature takes a -5 penalty on its check it can move at its normal speed.  If a creature fails an Acrobatics check, or if a creature that's larger than you attempts to follow, it falls through, damaging the plants. Each time a creature falls through, all subsequent creatures take a cumulative -5 penalty on their Acrobatics checks when traveling across that particular stretch of plants.  As you move, the lily pads disappear behind you once you pass beyond the spell's range. Otherwise, they remain until the spell's duration expires.","APG"
"Lockjaw","transmutation","","","druid 2, ranger 2","1 standard action","V, S, M (sticky tree gum)","0","touch","","","creature touched","1 round/level","0","0","Fortitude negates (harmless)","yes (harmless)","You give a creature the ability to use one of its natural attacks to firmly attach itself to an opponent. Choose one of the creature's natural attacks (usually a claw or bite attack).  The creature gains the grab ability with that natural attack, including the +4 bonus on combat maneuver checks to start or maintain a grapple. A creature with multiple natural attacks can strike at its grappled opponent with its other natural attacks, but cannot attack any other creature.","APG"
"Marks Of Forbiddance","abjuration","","mind-affecting","paladin 3","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one enemy and one ally","1 round/level","0","0","Will negates; see text","yes","Marks of Forbiddance magically brand two creatures, preventing them from committing violence against one another. When you cast this spell choose one enemy and one ally within range. Both targets become branded with the sigil of forbiddance. Until the end of the spell's duration, in order for the two targets to attack one another, even with a targeted spell, each attacker must attempt a Will save. If the save succeeds, that target can attack the other normally.  If the save fails, the target can't follow through with the attack and the action is lost. This spell does not prevent the targets from attacking each other with area of effect spells or abilities.","APG"
"Mask Dweomer","illusion","glamer","","witch 1, occultist 1, psychic 1","1 standard action","V, S, M (a piece of gauze)","0","touch","","","creature or object touched","1 day/level (D)","1","0","none; see text","no","You mask and manipulate a spell's magic aura to make it harder to detect. Select one spell effect on the target creature or object. You must have either cast this spell yourself or have perceived it by means such as detect magic or arcane sight.  Both the desired spell effect and mask dweomer are hidden from detect magic, although more powerful spells (such as arcane sight) pierce the deception if the caster succeeds on a Will save. Analyze dweomer automatically detects both mask dweomer and any masked spell effects.","APG"
"Memory Lapse","enchantment","","mind-affecting","bard 1, sorcerer/wizard 1, occultist 1, mesmerist 1","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one living creature","instantaneous","0","0","Will negates","yes","You cause the target to forget what happened from the casting of the spell back to the beginning of its last turn. This may allow a retry on a Diplomacy, Intimidate, or opposed skill check, though only with respect to the target, not other creatures that may be present.","APG"
"Moonstruck","enchantment","compulsion","mind-affecting, emotion","druid 4, sorcerer/wizard 4, witch 4, bloodrager 4, psychic 4","1 standard action","V, S, M (a pinch of powdered moonstone)","0","medium (100 ft. + 10 ft./level)","","","one humanoid creature","1 round/level","0","0","Will negates","yes","You invoke the mystical power of the moon to drive the target into a mad, bestial frenzy. If the target fails its save, it is dazed for 1 round, dropping held items as its nails and teeth elongate and sharpen. The target gains a bite attack and two claw attacks that deal damage appropriate for the creature's size, and for the remainder of the spell's duration the target behaves as if under simultaneous rage and confusion spells, attacking with its natural weapons in preference to other actions. During the final round of the spell's duration, the target is again dazed as it returns to its normal state.","APG"
"Nap Stack","necromancy","","","cleric/oracle 3","1 minute","V, S, M (a little silk pillow worth 100 gp)","1","30 ft.","30-ft.-radius emanation","","","8 hours","0","0","Will negates (harmless)","yes (harmless)","You reduce the amount of uninterrupted sleep or rest creatures within the spell's area need in order to recover from injuries, regain spells, or other special abilities to 2 hours instead of the normal eight. In addition, if creatures continue to sleep or rest beyond the initial 2 hours, every additional 2 hours counts as a day of rest for the purpose of recovering hit points, ability damage, as well as for enduring diseases, poisons, or other afflictions. This means 8 total hours of sleep counts as 4 days for natural healing and for saving throws as diseases or similar afflictions run their course. When suffering from diseases, poison, or other afflictions, sleepers experience vivid dreams that help them track their recovery. If things go poorly they can, at any time, wake themselves up in order to seek a better alternative. If awoken or otherwise disturbed during this 8-hour period, creatures may return to sleep but they no longer enjoy the benefits of the accelerated recovery time. Creatures can only enjoy the benefits of this spell once in any 1-week period.","APG"
"Natural Rhythm","transmutation","","","druid 2","1 standard action","V, S, M (a handful of pebbles dropped one by one onto the ground)","0","touch","","","creature touched","1 round/level","0","0","Will negates (harmless)","yes (harmless)","You enhance a creature's ability to harm an opponent based on the number of times it has already injured that opponent with a natural attack. Each time the creature successfully strikes an opponent with a natural attack, the subject gains a cumulative +1 bonus on damage rolls made against that opponent when making natural attacks (maximum +5 bonus). If an attack misses, the bonus to damage for all attacks resets to +0.","APG"
"Nature's Exile","transmutation","","curse","druid 3, witch 3","1 standard action","V, S, DF","0","touch","","","creature touched","permanent","0","0","Will negates","yes","This spell curses the creature touched, making it inimical to the natural world. All animals have an initial attitude of hostile toward the target. Familiars, being magical beasts, are not affected by this spell, but animal companions are. If you have an animal companion, it does not become hostile, but as long as you remain cursed, your animal companion takes a -2 penalty on all attack rolls, skill checks, and saving throws. The target also takes a -10 penalty on Survival skill checks as the weather and environment themselves seem to conspire to cause trouble.  Nature's exile can be removed with break enchantment, limited wish, miracle, remove curse, or wish.","APG"
"Negate Aroma","transmutation","","","alchemist 1, druid 1, ranger 1, occultist 1","1 standard action","V, S, M/DF (a pinch of alum)","0","close (25 ft. + 5 ft./2 levels)","","","one creature or object/level touched","1 hour/level (D)","1","0","Fortitude negates","yes","With a gesture, this spell allows you to dismiss even the foulest or most distinctive scents. When cast, the targeted creatures or objects lose all natural and unnatural odors. A creature under the effect of negate aroma cannot be tracked, located, or pinpointed by the scent special quality. In addition, this spell prevents the target creature from using the stench special ability and similar odor-based abilities (such as those possessed by troglodytes).  Negate aroma does not prevent the target from acquiring outside smells or odors. Dowsing the creature with a pungent substance effectively negates the benefits of the spell until the substance is neutralized or washed away.","APG"
"Oath Of Peace","abjuration","","","paladin 4","1 standard action","V, S","0","personal","","","you","1 round/level","0","0","","","Entreating your deity for aid, you make a temporary oath of peace, granting you superior defenses but means you can't attack for the duration of the oath. For as long as you are subject to this spell, you gain a +5 sacred bonus to AC and on saving throws, as well as DR 10/evil. If you make a direct or indirect attack or any show any hostility toward any creature, the spell immediately ends.","APG"
"Oracle's Burden","necromancy","","curse","oracle 2","1 standard action","V","0","medium (100 ft. + 10 ft./level)","","","one creature","1 minute/level","0","0","Will negates","yes","You entreat the forces of fate to bestow your oracle's curse upon another creature. The target creature suffers all the hindrances and none of the benefits of your oracle's curse class feature. You still suffer all effects of your oracle's curse.  If you do not have the oracle's curse class feature, this spell has no effect.","APG"
"Pain Strike","evocation","","evil, pain","sorcerer/wizard 3, witch 3, bloodrager 3, psychic 2, spiritualist 3","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one living creature","1 round/level (D)","1","0","Fortitude negates","yes","Pain strike racks the targeted creature with agony, inflicting 1d6 points of nonlethal damage per round for 1 round per level (maximum 10 rounds). Additionally, the affected creature is sickened for the spell's duration, and the caster gains a +4 circumstance bonus on Intimidate checks against the target.","APG"
"Pain Strike, Mass","evocation","","evil, pain","sorcerer/wizard 5, witch 5, psychic 4, spiritualist 5","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one living creature/level, no two of which can be more than 30 ft. apart","1 round/level (D)","1","0","Fortitude negates","yes","This spell works like pain strike, except as noted above.","APG"
"Paladin's Sacrifice","abjuration","","","paladin 2","1 immediate action","V, DF","0","close (25 ft. + 5 ft./2 levels)","","","one creature","instantaneous","0","0","Fortitude negates (harmless)","yes (harmless)","You open up a brief but powerful divine conduit between you and another creature, taking on the damage and any other effects that creature suffers. When a creature in range is hit by an attack or fails a saving throw, you can cast this spell and the wounds and/or effects are magically transmitted to you instead of the target. You are affected as if you were hit by the attack or failed the saving throw, taking all the damage and suffering all of the adverse effects. Any resistances or immunities you have are applied normally, but you cannot otherwise reduce or negate the damage or effects in any way.  If you use this spell against an effect that also targets you or includes you in its area, you suffer the effects for both yourself and the target you spared, potentially taking damage or suffering other consequences twice.","APG"
"Phantasmal Revenge","illusion","phantasm","fear, mind-affecting, emotion","sorcerer/wizard 7, psychic 7, mesmerist 6","1 standard action","V, S","0","touch and unlimited; see text","","","dead body touched","instantaneous","0","0","Will disbelief then Fortitude partial; see text","yes","When you cast this eerie spell upon a recently slain creature, you cause a ghastly, spectral image of it to rise up from its corpse, shrieking for vengeance before it vanishes in a burst of unnatural light. This phantom then unerringly seeks out the creature that killed it, as long as that creature is on the same plane, and tries to slay its killer in turn.  Only the corpse's killer can see the phantasmal image created by this spell. You and any others who witness the spell's casting or its ultimate effects see only a vague shape. The target first gets a Will save to disbelieve the illusion. If that save fails, the target must succeed on Fortitude saving throw or take 10 points of damage per caster level from the phantasmal image. Even if the Fortitude save is successful, the target takes 5d6 points of damage + 1 point of damage per caster level. You know immediately if the spell succeeded or failed to kill its target but gain no other information, including the identity of the target of the spell.  The creature providing the corpse must have died no more than 1 day per caster level prior to the casting of this spell. If the creature that provided the corpse was not, in fact, killed by another, or if the killer is dead or no longer on the same plane, the spell fails. Phantasmal revenge makes no moral judgments; it targets winners of fair fights just as easily as murderers. Any given body can only be targeted by a phantasmal revenge spell once.","APG"
"Phantasmal Web","illusion","phantasm","mind-affecting","bard 5, sorcerer/wizard 5, psychic 5, mesmerist 5, spiritualist 5","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","","","one creature/level, no two of which may be more than 30 ft. apart","1 round/level (D)","1","0","Will disbelief, then Fortitude partial; see text","yes","You implant within the minds of your targets the illusion that they are engulfed in tangled webs teeming with swarms of tiny spiders. Those who fail to disbelieve the phantasmal web are treated as if in a web spell, but must also make a Fortitude save at the beginning of each turn or become nauseated for that round by the phantasmal spiders.  As the phantasmal web exists only in the minds of the targets, it cannot be burned or destroyed, and it provides no cover (though it does provide concealment) against attacks made by the targets. Targets cannot escape the phantasmal web by moving, even by teleportation. Freedom of movement allows unobstructed movement but does not negate the concealment or nausea effects.  Targets of the spell perceive everyone else around them to be engulfed in webs and swarming spiders, but the spell has no visible effect to other creatures (who may assist allies to disbelieve the effect).","APG"
"Pied Piping","enchantment","compulsion","mind-affecting, sonic","bard 6","1 standard action","V or F (musical instrument)","0","90 ft.","90-ft.-radius emanation, centered on you","","","concentration + 1 round/level","0","0","Will partial; see text","yes","You call forth a melody so compelling and attractive that creatures belonging to a group with a specific, identifiable physical trait (such as type, subtype, age, gender, or hair color) find it almost impossible not to approach and follow you. You choose the nature of the creatures you seek to attract when you cast the spell and, once you make this choice, cannot alter it. You can only use physical traits to determine your audience. You can never use social and other more voluntary criteria (such as alignment, religion, nationality, or class) to select targets for this spell.  Eligible creatures must make a saving throw each round spent within the area of the spell and, once they fail, approach you at their normal movement speed and stand as close to you as possible without actually entering an occupied square.  If you move, they do their best to maintain their proximity to you and follow. Affected creatures can take no actions other than listening to your music and following you if you move.  Those entering the area while the spell is in effect must also successfully save or be compelled to come to you.  The attractive power of the spell does not cause affected creatures to put themselves in jeopardy and they have enough presence of mind to avoid or negotiate around obstacles and other perilous hazards. If unable to approach or follow you without endangering themselves, they simply wait, swaying to the music, until you pass out of range, at which point they regain their senses after 1 round/caster level. If circumstances change once you move out of range, making it possible for affected creatures to resume their attempts to get near you they do so, and, if they manage to return to within the area of the spell before it wears off, the spell continues as normal.  If attacked, affected creatures can take defensive measures, even going so far as to avoid existing threats by moving out of the area of the spell, but cannot make attacks themselves or take any other actions until the effects of the spell wear off. The effects of the spell persist for 1 round/caster level even after you stop concentrating. Once the spell ceases, the affected creatures continue to stay near you until the effects of the spell wear off.","APG"
"Pillar Of Life","conjuration","healing","light","cleric/oracle 5","1 standard action","V, S, DF","0","medium (100 ft. + 10 ft./level)","","5-ft.-square pillar of positive energy, 20 ft. high","","1 round/level","0","0","none","no","You conjure a pillar of positive energy in a single 5-foot square within range that radiates light as if it were a sunrod. Living creatures adjacent to the pillar can spend a standard action to touch the pillar and heal 2d8 points of damage + 1 point per caster level (maximum +20). Creatures can move into the square containing the pillar, but if an undead creature moves into the pillar it takes 1d6 points of damage per caster level (maximum 10d6). Undead creatures vulnerable to bright light take 1d8 points if damage per caster level (maximum 10d8). A creature cannot benefit or suffer more than once from a single casting of this spell.","APG"
"Planar Adaptation","transmutation","","","alchemist 5, cleric/oracle 4, sorcerer/wizard 5, summoner/unchained summoner 5, occultist 4, psychic 4, spiritualist 5, medium 4","1 standard action","V","0","personal","","","you","1 hour/level (D)","1","0","","","Planar adaptation grants you immunity to the harmful environmental effects of a particular plane of existence, including such hazards as toxicity, extreme temperatures, and lack of air. Additionally, you gain energy resistance 20 to a single energy type prevalent on that plane (choose one if more than one type is equally prevalent). Planar adaptation has no when cast upon your native plane.","APG"
"Planar Adaptation, Mass","transmutation","","","cleric/oracle 6, sorcerer/wizard 7, summoner/unchained summoner 6, occultist 6, psychic 6","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature/level, no two of which can be more than 30 ft. apart","1 hour/level (D)","1","0","Will negates (harmless)","yes (harmless)","This spell functions like planar adaptation, except as noted above.","APG"
"Pox Pustules","necromancy","","","druid 2, witch 2","1 standard action","V, S, M (leaves from a toxic plant)","0","close (25 ft. + 5 ft./2 levels)","","","one creature","1 minute/level","0","0","Fortitude negates","yes","You inflict a painful, itching rash on the target creature. The target is sickened and takes a -4 penalty to Dexterity (this penalty cannot lower Dexterity below 0). The target can spend a move action scratching furiously at the rash to remove the sickened condition (but not the Dexterity penalty) until the start of its next turn.","APG"
"Protective Spirit","conjuration","creation","","ranger 2","1 standard action","V, S, DF","0","personal","","","you","1 round/level","0","0","","","A protective spirit is an invisible, mindless, shapeless force that hovers about you, defending you against unexpected attacks. When a creature makes an attack of opportunity against you, the protective spirit makes an immediate attack using your base attack bonus plus your Dexterity modifier. On a successful hit, the spirit does no damage, but it causes the attack of opportunity to automatically miss. A protective spirit can defend against a number of attacks of opportunity equal to your Dexterity bonus (minimum 1) per round.  A protective spirit occupies your space, and moves with you. It cannot be attacked or harmed by physical attacks, but dispel magic, disintegrate, a sphere of annihilation, or a rod of cancellation affects it. A protective spirit's AC against touch attacks is 10 + your Dexterity modifier.","APG"
"Purging Finale","conjuration","healing","","bard 3","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one living creature","instantaneous","0","0","Will negates (harmless)","yes (harmless)","You must have a bardic performance in effect to cast this spell. With a flourish, you immediately end your bardic performance, removing one of the following conditions on a creature within range affected by your bardic performance: cowering, dazzled, exhausted, paralyzed, shaken, or stunned.","APG"
"Purified Calling","conjuration","healing","","summoner/unchained summoner 4","1 standard action","V, S, M (a stick of incense)","0","personal","","","you","1 minute","0","0","","","Your eidolon is restored to full health when you summon it. Upon casting this spell, you must immediately begin the ritual to summon your eidolon. Upon completion of the ritual, your eidolon appears at full hit points and without any damage or penalties to its ability scores, regardless of its previous condition. In addition, any temporary negative conditions affecting your eidolon are immediately removed.  Permanent conditions and ability drain are not affected by this spell.","APG"
"Putrefy Food and Drink","transmutation","","poison","witch 0","1 standard action","V, S","0","10 ft.","","","1 cu. ft./level of food and water or one potion; see text","instantaneous","0","0","Will negates (object)","yes (object)","This spell causes otherwise edible food to rot and spoil instantly, and water and other liquids to become brackish and undrinkable. Holy water and similar food and drink of significance are spoiled by putrefy food and drink, but the spell has no effect on creatures of any type, nor upon unholy water. Water weighs about 8 pounds per gallon. One cubic foot of water contains roughly 8 gallons and weighs about 60 pounds.  Although potions and elixirs are unaffected by the normal use of the spell, you can instead choose to target a single such object with this spell, destroying it if it fails a saving throw.","APG"
"Rally Point","enchantment","compulsion","good, mind-affecting, emotion","paladin 1","1 standard action","V, S, DF","0","5 ft.","one 5-ft. square","","","1 minute/level (D)","1","0","Will negates (harmless)","yes (harmless)","You create a spot that has the power to briefly hearten any good creature who comes into contact with it. A good creature who enters this square (even if simply as part of its normal move) gains a +2 morale bonus on attacks, saving throws, and 2 temporary hit points per caster level for 1 round. Nongood creatures gain no benefit from this spell.  A creature cannot benefit more than once from the same casting of this spell.","APG"
"Rebuke","evocation","","sonic","inquisitor 4","1 standard action","V, S, DF","0","20 ft.","20-ft.-radius burst centered on you","","","instantaneous","0","0","Fortitude partial","yes","Your wrathful words cause physical harm to your enemies.  Your enemies take 1d8 points of damage per two caster levels (maximum 5d8) and are staggered for 1 round. Half of this damage is sonic damage, but the other half results directly from divine power and is therefore not subject to being reduced by resistance to sonic-based attacks. is especially devastating to foes who worship your god, inflicting 1d6 points of damage per caster level (maximum 10d6) and stunning them for 1d4 rounds. A successful Fortitude save halves the damage and negates the staggering or stunning effect.  Enemies do not need to hear a rebuke to be harmed by it, but it is negated by magical silence.","APG"
"Rampart","conjuration","creation","earth","druid 7, sorcerer/wizard 7","1 standard action","V, S, M (a handful of earth)","0","medium (100 ft. + 10 ft./level)","","10-ft.-high earthen wall, in a line up to 10 ft. long/2 levels, or a circle with radius of up to 3 ft. + 1 ft./level","","instantaneous","0","0","none","no","You create a massive rampart of hard-packed earth and stone 5 feet thick. The rampart cannot be conjured so that it occupies the same space as another creature or object. Each 5-foot-wide section of the rampart has hardness 0 and 180 hit points. A section of the rampart whose hit points drop to 0 is breached. If a creature tries to break through the rampart with a single attack, the DC for the Strength check is 60. A creature can climb over the rampart with a DC 20 Climb check.","APG"
"Rejuvenate Eidolon, Lesser","conjuration","healing","","summoner/unchained summoner 1","1 standard action","V, S, M (a drop of your blood)","0","touch","","","eidolon touched","instantaneous","0","0","none","no","By laying your hand upon an eidolon, you cause its wounds to close and its form to solidify. This spell cures 1d10 points of damage +1 point per caster level (maximum +5).","APG"
"Rejuvenate Eidolon","conjuration","healing","","summoner/unchained summoner 3","1 standard action","V, S, M (a drop of your blood)","0","touch","","","eidolon touched","instantaneous","0","0","none","no","This spell functions as lesser rejuvenate eidolon, except that it cures 3d10 points of damage +1 point per caster level (maximum +10).","APG"
"Rejuvenate Eidolon, Greater","conjuration","healing","","summoner/unchained summoner 5","1 standard action","V, S, M (a drop of your blood)","0","touch","","","eidolon touched","instantaneous","0","0","none","no","This spell functions as lesser rejuvenate eidolon, except that it cures 5d10 points of damage +1 point per caster level (maximum +20).","APG"
"Resounding Blow","evocation","","sonic","antipaladin 4, inquisitor 5, paladin 4","1 swift action","V","0","personal","","","you","1 round/level","0","0","Fortitude partial; see text","no","You must have a melee weapon in hand to cast this spell.  On a successful melee attack, your weapon resounds with a thunderous clash. The target takes 1d6 points of sonic damage. Your weapon is not harmed by this attack.  If you are using your judgment ability or smite ability against the target, it is staggered for 1 round on a successful attack. A successful Fortitude save negates the staggering effect.  On a successful critical hit, the target is stunned for 1 round and deafened for 1d6 rounds. A successful Fortitude save negates the stunning and deafening effects. If you are also using judgment or smite, your foe makes only a single save against all effects.  This spell immediately ends if your weapon leaves your hand.  Resounding blow stacks with the thundering weapon property.","APG"
"Rest Eternal","necromancy","","curse","cleric/oracle 4, druid 5, witch 5, shaman 5","1 round","V, S, M/DF (ashes and a vial of holy or unholy water)","0","touch","","","one dead creature touched","permanent","0","0","none","no","You place a curse upon a dead creature that bars its spirit from returning. Anyone casting a spell that would communicate with the dead creature, return it to life, or turn it into an undead creature must succeed on a caster level check with a DC of 11 plus your caster level. Rest eternal cannot be dispelled, but it can be negated with remove curse or break enchantment.","APG"
"Restful Sleep","necromancy","","","bard 1","10 minutes","V, S, M (a pinch of sand)","0","close (25 ft. + 5 ft./2 levels)","","","one creature/level, no two of which can be more than 30 ft. apart","8 hours or 24 hours; see text","0","0","Fortitude negates (harmless)","yes (harmless)","You cast this spell immediately prior to resting. While under the effects of this spell, you and your allies enjoy a restful night's sleep. If a subject completes a full night's rest, it regains hit points as if it had undergone a full day of bed rest (regaining twice its character level in hit points). If a subject completes a full day's rest, it regains three times its character level in hit points. Any significant interruption during the rest (such as being awoken) prevents any healing that night and ends the effect of this spell on the awakened subject. Any healing acquired while under the effects of restful sleep is considered natural healing, and has no affect on effects requiring magical healing to cure.","APG"
"Resurgent Transformation","conjuration","healing","","alchemist 5","1 standard action","V, S, M (a pinch of meteoric iron worth 100 gp)","1","personal","","","you","1 hour/level or until triggered, then 1 round/level","0","0","","","Resurgent transformation grants you the ability to recover from deadly wounds with restored vitality and a will to fight, but at a price. Once cast, resurgent transformation lies dormant for up to 1 hour per level until you are reduced to one-quarter hit points or less. Once triggered, you immediately gain a +4 enhancement bonus to Constitution and Strength, damage reduction 5/-, and the benefits of a haste spell. In addition, you heal 4d8 points of damage + 1 point per caster level (maximum +25). Resurgent transformation can even save you from death by healing the damage from an otherwise mortal wound, though it does not prevent death from massive damage or from causes other than hit point loss. Your mental faculties are impaired by this magical transformation, however, causing 1d4 points of Intelligence and Wisdom damage.  The advantages from your transformation persist for 1 round per caster level after the spell is triggered. Once the spell ends, it takes a heavy toll, leaving you exhausted and inflicting 1d4 points of Constitution damage. Utilizing more than one resurgent transformation in a day is particularly risky.  The expiration of a second resurgent transformation in a 24- hour period inflicts an additional 1d4 points of Constitution damage and results in death from system shock unless you succeed at a DC 15 Fortitude save, made after the Constitution damage has been applied.  If the spell expires or is dispelled before the transformation has been triggered, no adverse effects result.","APG"
"Retribution","necromancy","","evil, pain","inquisitor 3","1 standard action","V","0","close (25 ft. + 5 ft./2 levels)","","","one creature who has just struck you with an attack","1 round/level","0","0","Fortitude partial","yes","Retribution blasts those who have the temerity to assault your person. You may target anyone who has just struck you with an attack within the previous round, whether with a melee, ranged, or natural weapon, or a spell that requires an attack roll. The target is wracked with shooting pains that impose a -4 penalty on attack rolls, skills checks, and ability checks. On a successful Fortitude save, the penalty only lasts for 1 round.  A target who worships the same god as you takes a -2 penalty on its saving throw.","APG"
"Reviving Finale","conjuration","healing","","bard 3","1 swift action","V, S","0","20 ft.","a 20-ft.-radius burst centered on you","","","instantaneous","0","0","Will half (harmless)","yes (harmless)","You must have a bardic performance in effect to cast this spell.  With a flourish, you immediately end your bardic performance, and allies within the area of the spell regain 2d6 hit points. This spell has no effect on undead creatures.","APG"
"Righteous Vigor","enchantment","compulsion","mind-affecting","inquisitor 3, paladin 2","1 standard action","V, S, DF","0","touch","","","creature touched","1 round/level","0","0","Will negates (harmless)","yes (harmless)","Infusing the target with a surge of furious divine energy, you enhance a creature's ability to hit an opponent based on the number of times it has already hit that opponent with a successful attack. Each time the subject successfully strikes an opponent with a successful melee attack, the subject gains a cumulative +1 morale bonus on attack rolls (maximum +4 bonus) and gains 1d8 temporary hit points (to a maximum of 20 temporary hit points). If an attack misses, the attack bonus resets to +0 but any accumulated temporary hit points remain. The temporary hit points disappear at the end of the spell's duration.","APG"
"River of Wind","evocation","","air","druid 4, sorcerer/wizard 4, magus 4, bloodrager 4, occultist 4","1 standard action","V, S","0","120 ft.","120-ft. line","","","1 round/level","0","0","Fortitude partial","yes","Summoning up the power of the tempest, you direct a current of forceful winds where you please. This spell creates a 5-foot-diameter line of wind-the direction of the wind is away from your location when you cast the spell, and remains constant in that direction for the spell duration. Creatures caught in a river of wind take 4d6 nonlethal damage and are knocked prone. A successful Fortitude save halves the damage and prevents being knocked prone.  A creature that begins its turn wholly or partially within a river of wind must make a Fortitude save or be pushed 20 feet in the wind's direction of flow, take 2d6 nonlethal damage, and be knocked prone-a successful Fortitude save means the creature merely takes 1d6 nonlethal damage. Creatures under the effect of freedom of movement and creatures with the air subtype are unaffected by a river of wind.","APG"
"Sacred Bond","conjuration","healing","","cleric/oracle 3, inquisitor 2, paladin 2","1 round","V, S, F (a pair of golden bracelets worth 100 gp each worn by both you and the target)","1","touch; see text","","","creature touched","10 minutes/level (D)","1","0","Will negates (harmless)","yes (harmless)","To use this spell, you first touch the intended recipient, creating a sympathetic field of healing energies between you.  Once the spell has been cast, you and the target may cast conjuration (healing) spells with a range of touch upon each other so long as you are within close range (25 ft. + 5 ft./2 levels). Should either you or the target remove your bracelet, the spell immediately ends.","APG"
"Sacrificial Oath","abjuration","","","paladin 4","1 standard action","V, S, DF","0","touch","","","creature touched","1 minute/level","0","0","Fortitude negates (harmless)","yes (harmless)","You create a powerful bond between yourself and a single creature. Until the end of the spell's duration, each time the target is hit with an attack or fails a saving throw, you can take the full damage of that attack and any other effects that creature suffers. If you choose not to take on the damage and effects, you instead take a number of points of damage equal to your Constitution score as backlash. Any resistances or immunities you have are applied normally, but you cannot otherwise reduce or negate the damage or effects of either the transfer or the backlash. If you or the subject of the spell move out of line of sight, the spell ends.","APG"
"Saddle Surge","transmutation","","","paladin 2","1 standard action","V, S, DF","0","personal","","","you and your mount","1 round/level (D); see text","1","0","","","You and your mount form a perfect synergy that endows both of you with advantages based upon how far you travel each round. For every 5 feet your mount moves in a given round, you gain a +1 competence bonus on Ride checks and both you and your mount gain a +1 morale bonus on damage rolls made with weapons or natural attacks for 1 round. For instance, if your mount traveled 40 feet in a round, you would gain a +8 bonus on Ride checks and you and your mount would both gain a +8 bonus on damage rolls for 1 round, to a maximum bonus equal to your caster level. You must be mounted to enjoy the benefits of this spell. If you dismount, get knocked off, or take any other action that separates you from your mount, the spell immediately ends.","APG"
"Sanctify Armor","abjuration","","good","inquisitor 4, paladin 3","1 standard action","V, S","0","touch","","","armor touched","1 minute/level","0","0","Will negates (harmless, object)","yes (harmless, object)","You imbue your armor with a righteous aura. It gains a +1 enhancement bonus per four caster levels (maximum +5 at 20th level). When using your judgment or smite ability, you gain DR 5/evil.  An outfit of regular clothing counts as armor that grants no AC bonus for the purpose of this spell.","APG"
"Saving Finale","evocation","","mind-affecting","bard 1","1 immediate action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one living creature","instantaneous","0","0","Will negates (harmless)","yes (harmless)","You must have a bardic performance in effect to cast this spell. With a flourish, you can immediately end your bardic performance when a creature within range affected by your bardic performance fails a saving throw, allowing the subject to immediately reroll the failed saving throw.","APG"
"Scent Trail","transmutation","","","druid 2","1 standard action","V, S, M (a queen ant)","0","close (25 ft. + 5 ft./2 levels)","","","one creature/level, no two of which can be more than 30 ft. apart","1 hour/level","0","0","Fortitude negates (harmless)","yes (harmless)","You, or a willing creature you touch, lay down a trail of scents that only the creatures you designate at the time of can detect. These creatures find it very easy to follow this trail.  They gain a +20 competence bonus on any Survival checks made for the purpose of tracking the creature laying this trail.  Subject creatures with the scent special ability gain a +10 competence bonus on Wisdom or Survival checks to follow the trail.  In addition, you can leave scent messages along the trail.  Each word or emotion in this message requires spending a move action in the same spot. Subject creatures seeking to understand this message must make another DC 20 Survival check, with a -1 penalty for every word or emotion in the message, in order to understand it. Creatures cannot benefit from this smell if they cannot use, or do not have, a sense of smell. Creatures can use this spell to backtrack through a dungeon, maze, or similar areas even if the creature laying down the trail crossed over the spot multiple times.","APG"
